,dateofshipment,weightofshipment,shipmentinsurrancecost,basevalue,boxtxt,width,length,depth,costtomake,durability,beginstorenumber,beginstoretxt,beginNightLoading,beginAutomation,begininsurracecost,endstorenumber,endstoretxt,endNightLoading,endAutomation,endinsurracecost
960,09/13/21,27.904,2.5801,145,KQ264020,26,40,20,2.92,23,140,NM418140,Yes,No,1.4479,223,OK712223,Yes,No,2.5801
961,06/15/21,45.587,3.0829,162,FD311219,31,12,19,2.64,23,116,NM418116,Yes,Yes,1.9501,224,OK712224,No,Yes,3.0829
962,09/02/21,39.307,3.0829,93,DX301310,30,13,10,3.91,21,193,TX253193,No,Yes,2.0263,224,OK712224,No,Yes,3.0829
963,01/23/21,41.63,3.0829,169,DG282516,28,25,16,2.79,30,196,NM418196,Yes,No,2.6256,224,OK712224,No,Yes,3.0829
964,04/19/21,37.286,3.0829,99,KH102813,10,28,13,1.21,24,126,NM418126,No,Yes,1.4989,224,OK712224,No,Yes,3.0829
965,02/03/21,50.423,3.0829,109,KH102813,10,28,13,1.21,24,157,OK712157,Yes,Yes,2.0854,224,OK712224,No,Yes,3.0829
966,11/02/21,31.721,3.0829,158,DM481414,48,14,14,2.56,23,133,TX253133,Yes,No,1.4345,224,OK712224,No,Yes,3.0829
967,11/30/21,50.842,3.0829,119,DA251912,25,19,12,2.36,24,110,NM418110,Yes,No,1.4881,224,OK712224,No,Yes,3.0829
968,09/12/21,41.045,3.0829,107,GD341420,34,14,20,2.82,26,118,TX253118,No,No,1.7179,224,OK712224,No,Yes,3.0829
969,08/05/21,40.763,3.0829,104,GJ331220,33,12,20,3.09,27,106,NM418106,No,No,1.3273,224,OK712224,No,Yes,3.0829
970,11/07/21,48.528,3.0829,119,DM481414,48,14,14,2.56,23,178,NM418178,Yes,Yes,2.3579,224,OK712224,No,Yes,3.0829
971,12/04/21,23.045,3.0829,154,EC423810,42,38,10,3.69,21,151,TX253151,No,Yes,1.9154,224,OK712224,No,Yes,3.0829
972,02/08/21,19.667,3.0829,121,DM481414,48,14,14,2.56,23,168,OK712168,No,Yes,2.5057,224,OK712224,No,Yes,3.0829
973,01/21/21,45.4,2.929,132,MA101120,10,11,20,2.15,22,191,TX253191,Yes,Yes,2.3817,272,NM418272,Yes,No,2.929
974,08/13/21,26.654,2.929,121,BQ261014,26,10,14,2.64,30,126,NM418126,No,Yes,1.4989,272,NM418272,Yes,No,2.929
975,11/12/21,16.467,2.929,109,KH102813,10,28,13,1.21,24,195,TX253195,Yes,Yes,2.6522,272,NM418272,Yes,No,2.929
976,05/01/21,17.116,2.929,114,GD341420,34,14,20,2.82,26,133,TX253133,Yes,No,1.4345,272,NM418272,Yes,No,2.929
977,11/07/21,24.671,2.929,93,GJ331220,33,12,20,3.09,27,186,NM418186,Yes,No,2.2679,272,NM418272,Yes,No,2.929
978,05/17/21,22.297,2.929,109,KQ264020,26,40,20,2.92,23,166,NM418166,Yes,Yes,1.7288,272,NM418272,Yes,No,2.929
979,04/30/21,26.281,2.929,134,BQ261014,26,10,14,2.64,30,140,NM418140,Yes,No,1.4479,272,NM418272,Yes,No,2.929
980,10/05/21,22.853,2.929,145,KH102813,10,28,13,1.21,24,142,NM418142,Yes,Yes,2.0827,272,NM418272,Yes,No,2.929
981,07/24/21,44.438,2.7537,191,GD341420,34,14,20,2.82,26,121,OK712121,No,No,1.766,212,OK712212,Yes,No,2.7537
982,04/18/21,15.429,2.7537,189,DM481414,48,14,14,2.56,23,195,TX253195,Yes,Yes,2.6522,212,OK712212,Yes,No,2.7537
983,01/15/21,33.459,2.7537,172,GJ331220,33,12,20,3.09,27,197,NM418197,No,No,2.005,212,OK712212,Yes,No,2.7537
984,12/16/21,22.863,2.7537,177,NC103116,10,31,16,2.31,30,175,OK712175,Yes,Yes,2.5327,212,OK712212,Yes,No,2.7537
985,04/19/21,7.463,2.7537,172,BQ261014,26,10,14,2.64,30,184,TX253184,No,Yes,2.0025,212,OK712212,Yes,No,2.7537
986,06/12/21,6.897,2.7537,91,DM481414,48,14,14,2.56,23,113,TX253113,Yes,No,2.0506,212,OK712212,Yes,No,2.7537
987,05/04/21,45.932,2.7537,121,GD341420,34,14,20,2.82,26,171,OK712171,Yes,No,2.4622,212,OK712212,Yes,No,2.7537
988,02/03/21,11.773,2.7537,93,NC103116,10,31,16,2.31,30,145,OK712145,No,No,1.8777,212,OK712212,Yes,No,2.7537
989,10/19/21,18.957,2.6958,112,KQ264020,26,40,20,2.92,23,157,OK712157,Yes,Yes,2.0854,261,OK712261,No,Yes,2.6958
990,04/15/21,21.882,2.6958,169,KH102813,10,28,13,1.21,24,101,TX253101,Yes,No,1.1412,261,OK712261,No,Yes,2.6958
991,04/15/21,42.861,2.6958,179,DM481414,48,14,14,2.56,23,195,TX253195,Yes,Yes,2.6522,261,OK712261,No,Yes,2.6958
992,11/12/21,41.32,2.6958,127,FD311219,31,12,19,2.64,23,197,NM418197,No,No,2.005,261,OK712261,No,Yes,2.6958
993,08/16/21,14.194,2.6958,162,DM481414,48,14,14,2.56,23,119,NM418119,Yes,Yes,2.1247,261,OK712261,No,Yes,2.6958
994,05/21/21,22.963,2.6958,93,KQ264020,26,40,20,2.92,23,137,OK712137,Yes,Yes,2.0729,261,OK712261,No,Yes,2.6958
995,03/19/21,30.681,2.6958,126,DG282516,28,25,16,2.79,30,164,TX253164,Yes,No,2.0059,261,OK712261,No,Yes,2.6958
996,12/05/21,5.891,3.4565,129,DM481414,48,14,14,2.56,23,195,TX253195,Yes,Yes,2.6522,271,OK712271,Yes,No,3.4565
997,07/18/21,48.644,3.4565,107,BQ261014,26,10,14,2.64,30,147,NM418147,Yes,Yes,1.4944,271,OK712271,Yes,No,3.4565
998,10/24/21,37.851,3.4565,163,DA251912,25,19,12,2.36,24,125,TX253125,No,No,1.3809,271,OK712271,Yes,No,3.4565
999,06/30/21,22.172,3.4565,111,NC103116,10,31,16,2.31,30,135,TX253135,Yes,Yes,1.4387,271,OK712271,Yes,No,3.4565
