dateofshipment,weightofshipment,shipmentinsurrancecost,basevalue,boxtxt,width,length,depth,costtomake,durability,beginstorenumber,beginstoretxt,beginNightLoading,beginAutomation,begininsurracecost,endstorenumber,endstoretxt,endNightLoading,endAutomation,endinsurracecost
06/12/21,6.897,2.7537,91,DM481414,48,14,14,2.56,23,113,TX253113,Yes,No,2.0506,212,OK712212,Yes,No,2.7537
05/04/21,45.932,2.7537,121,GD341420,34,14,20,2.82,26,171,OK712171,Yes,No,2.4622,212,OK712212,Yes,No,2.7537
02/03/21,11.773,2.7537,93,NC103116,10,31,16,2.31,30,145,OK712145,No,No,1.8777,212,OK712212,Yes,No,2.7537
10/19/21,18.957,2.6958,112,KQ264020,26,40,20,2.92,23,157,OK712157,Yes,Yes,2.0854,261,OK712261,No,Yes,2.6958
04/15/21,21.882,2.6958,169,KH102813,10,28,13,1.21,24,101,TX253101,Yes,No,1.1412,261,OK712261,No,Yes,2.6958
04/15/21,42.861,2.6958,179,DM481414,48,14,14,2.56,23,195,TX253195,Yes,Yes,2.6522,261,OK712261,No,Yes,2.6958
11/12/21,41.32,2.6958,127,FD311219,31,12,19,2.64,23,197,NM418197,No,No,2.005,261,OK712261,No,Yes,2.6958
08/16/21,14.194,2.6958,162,DM481414,48,14,14,2.56,23,119,NM418119,Yes,Yes,2.1247,261,OK712261,No,Yes,2.6958
05/21/21,22.963,2.6958,93,KQ264020,26,40,20,2.92,23,137,OK712137,Yes,Yes,2.0729,261,OK712261,No,Yes,2.6958
03/19/21,30.681,2.6958,126,DG282516,28,25,16,2.79,30,164,TX253164,Yes,No,2.0059,261,OK712261,No,Yes,2.6958
12/05/21,5.891,3.4565,129,DM481414,48,14,14,2.56,23,195,TX253195,Yes,Yes,2.6522,271,OK712271,Yes,No,3.4565
07/18/21,48.644,3.4565,107,BQ261014,26,10,14,2.64,30,147,NM418147,Yes,Yes,1.4944,271,OK712271,Yes,No,3.4565
10/24/21,37.851,3.4565,163,DA251912,25,19,12,2.36,24,125,TX253125,No,No,1.3809,271,OK712271,Yes,No,3.4565
06/30/21,22.172,3.4565,111,NC103116,10,31,16,2.31,30,135,TX253135,Yes,Yes,1.4387,271,OK712271,Yes,No,3.4565
